scenario_id,terrain_type,selected_blue_id,selected_red_id,selected_advantage,blue_doctrinal_alignment,red_doctrinal_alignment,path_optionality,vertex_parsimony,worldline_completion,council_diversity,revised_diversity,consensus_gap,adversarial_pressure,robustness_margin,pressure_reduction,n_blue_candidates,n_revised_candidates,selected_round,blue_wins
multi-domain-114,mixed,2d2433de,e88ea815,0.5256032137775342,0.77,0.77,0.0,0.5,1.0,0.9400000000000001,1.0,0.0034836808592008106,0.5981015530152816,0.0341478354470196,0.04984908343497252,5,2,1,True
air-defense-115,air_defense,a3988d06,7c34db04,0.4917161908049634,1.0,1.0,0.0,0.5,0.0,0.3333333333333334,0.5,0.0001741907477282867,0.6536015572995011,0.0001741907477282867,-0.0416066438549727,5,2,1,True
humanitarian-evacuation-116,urban_humanitarian,ab3cb711,8de0798a,0.5133988420247702,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.012236111516117254,0.5999210154615592,0.013764105304113206,0.04376864178354001,5,2,1,True
urban-115,urban,f917f7b3,f1b3fbeb,0.5003496756964607,1.0,0.73,0.0,0.5,0.0,0.89,0.6666666666666667,0.018076132715712512,0.6251686186423615,0.018076132715712512,0.02672040961195221,5,2,1,True
maritime-116,maritime,303bce92,aa222c9c,0.5068744178202005,0.815,1.0,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.008386408491985686,0.6260657238870333,0.008386408491985686,-0.025805537750036467,5,2,1,True
multi-domain-117,mixed,7be6c58e,68e55643,0.5297531361026719,0.9550000000000001,1.0,0.0,0.5,1.0,0.9400000000000001,1.0,0.030047708508729176,0.5956582781689226,0.05354912691821717,0.014719700033920202,5,2,1,True
air-defense-118,air_defense,ce05352a,03e82a21,0.5200324140446203,1.0,1.0,0.0,0.5,0.0,0.3333333333333334,0.5,0.010925705152912746,0.5947497314381935,0.010925705152912746,0.0476182563392028,5,2,1,False
humanitarian-evacuation-119,urban_humanitarian,52c8488b,4c4138a5,0.4892120925956171,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0033878371023680076,0.6545143504338711,0.0033878371023680076,-0.013283924333644448,5,2,1,True
urban-118,urban,f9c3a7d2,b2670912,0.5140797680825506,0.9550000000000001,0.77,0.0,0.5,0.0,0.89,0.6666666666666667,0.005133181569945411,0.5581724267257802,0.0,0.025467420641535732,5,2,0,True
maritime-119,maritime,a2c0f662,5aaff33e,0.5032649197579983,0.815,0.86,0.0,0.5,0.3333333333333333,0.39999999999999997,0.5714285714285714,0.010751403988166486,0.6334910090582682,0.010751403988166486,-0.03173219555408391,5,2,1,True
multi-domain-120,mixed,073a0259,7e1c1393,0.5303878811401909,0.9550000000000001,0.9550000000000001,0.0,0.5,1.0,0.9400000000000001,1.0,0.02746243624444411,0.5956110697609434,0.05610892172407822,0.053978854333607273,5,2,1,True
air-defense-121,air_defense,c1004f58,7bce4ced,0.49466037782079986,0.86,1.0,0.0,0.5,0.0,0.3333333333333334,0.5,0.0017362748325296384,0.6457000929326651,0.0017362748325296384,-0.03632512164113699,5,2,1,True
humanitarian-evacuation-122,urban_humanitarian,e4cfa014,5f61a0eb,0.5267360011204324,1.0,0.9550000000000001,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.005733457085342397,0.5641927317760795,0.0,0.022789001715389667,5,2,0,True
urban-121,urban,f8ea3ff8,b40d8a13,0.48020630236488215,0.86,0.8200000000000001,0.0,0.5,0.0,0.89,0.6666666666666667,0.00728180776487658,0.6491502985621675,0.00728180776487658,0.0026772765247097263,5,2,1,True
maritime-122,maritime,4f9178bf,85f94335,0.5166307155329589,0.815,1.0,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.003907054693731538,0.5919557867369796,0.0,0.024283615021540195,5,2,0,True
multi-domain-123,mixed,07a55b96,689d4fea,0.48938487056933,0.9550000000000001,0.9550000000000001,0.0,0.5,1.0,0.9400000000000001,1.0,0.009275327924702204,0.6604701206097803,0.0325709443779455,-0.06980402237302585,5,2,1,False
air-defense-124,air_defense,dade3b4d,1910a307,0.49006665208922046,1.0,1.0,0.0,0.5,0.0,0.3333333333333334,0.5,0.007512062468783831,0.6525839136244564,0.007512062468783831,-0.009587491299577255,5,2,1,False
humanitarian-evacuation-125,urban_humanitarian,485e1de2,1f754d5b,0.5039926613971373,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0029906070875435065,0.6124809495925276,0.005907631710762973,0.013891424178043899,5,2,1,True
urban-124,urban,665bf4a1,23eae232,0.46175191695922185,0.815,0.815,0.0,0.5,0.0,0.89,0.6666666666666667,0.00031339555772424976,0.6672640455993134,0.0,-0.0031449110316476014,5,2,0,True
maritime-125,maritime,d7ae7cb1,3b835a00,0.5100190637216178,0.815,1.0,0.0,0.5,0.3333333333333333,0.39999999999999997,0.5714285714285714,0.008934990838415757,0.6147047079234301,0.008934990838415757,-0.002279472681943173,5,2,1,True
multi-domain-126,mixed,9dd83daa,5574c5a1,0.499914114036184,0.77,1.0,0.0,0.5,1.0,0.9400000000000001,1.0,0.026002400278012594,0.6615837858810412,0.026002400278012594,-0.009224493691934343,5,2,1,False
air-defense-127,air_defense,31eddf92,79189e7b,0.5089678641033399,0.86,0.775,0.0,0.5,0.0,0.3333333333333334,0.5,0.011291258066090437,0.6118071071599859,0.011291258066090437,0.020320030579197845,5,2,1,True
humanitarian-evacuation-128,urban_humanitarian,d8aab82d,0522bc25,0.5292396373951485,1.0,0.86,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0053575339507766495,0.5542445548522823,0.0,0.05368377907711841,5,2,0,True
urban-127,urban,caefff59,d39183c1,0.5373955828781256,0.9550000000000001,0.9550000000000001,0.0,0.5,0.0,0.89,0.6666666666666667,0.014682568297930243,0.5844259132412312,0.0,0.042553686113141365,5,2,0,True
maritime-128,maritime,2b84eda4,a162fce9,0.49596066174109055,1.0,1.0,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.02408913037969984,0.637026218656389,0.030673670372107775,0.0015449808020774336,5,2,1,True
multi-domain-129,mixed,2ee2a8f6,3f4e8a2b,0.49850305865319494,0.9550000000000001,1.0,0.0,0.5,1.0,0.9400000000000001,1.0,0.04581101672868204,0.6595269993070485,0.047292133740668374,-0.01580079152484326,5,2,1,True
air-defense-130,air_defense,b894605f,196d3c74,0.5148128338778466,0.86,0.815,0.0,0.5,0.0,0.3333333333333334,0.5,0.0046087623208318496,0.5818218743828769,0.0,0.028913676520229026,5,2,0,True
humanitarian-evacuation-131,urban_humanitarian,fe92e0a3,08e2a859,0.5169411844431101,1.0,0.9550000000000001,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0032788347991047906,0.568588698820674,0.0,0.017185499485880995,5,2,0,True
