scenario_id,terrain_type,selected_blue_id,selected_red_id,selected_advantage,blue_doctrinal_alignment,red_doctrinal_alignment,path_optionality,vertex_parsimony,worldline_completion,council_diversity,revised_diversity,consensus_gap,adversarial_pressure,robustness_margin,pressure_reduction,n_blue_candidates,n_revised_candidates,selected_round,blue_wins
urban-106,urban,cdc25ab3,a735c376,0.4742078717272398,0.9550000000000001,0.91,0.0,0.5,0.0,0.89,1.0,0.021547793741268084,0.6234736402998828,0.021547793741268084,-0.004298439478688576,5,2,1,True
maritime-107,maritime,4a7fd699,a1fe6f95,0.513370579277663,0.86,1.0,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.03649421280614573,0.6140738936123097,0.03649421280614573,0.013236161468199503,5,2,1,True
multi-domain-108,mixed,e9416066,b6373884,0.48296299059496756,0.77,0.815,0.0,0.5,1.0,0.9400000000000001,1.0,0.006166873233482528,0.637005676784293,0.014356845069264268,-0.0009710458747907991,5,2,1,False
air-defense-109,air_defense,257fa37c,bbca1bf3,0.5048704141034439,1.0,0.815,0.0,0.5,0.0,0.3333333333333334,0.5,0.0030908103819456967,0.6260742239607479,0.0030908103819456967,0.014212708531695095,5,2,1,True
humanitarian-evacuation-110,urban_humanitarian,57c6e8a2,b9844000,0.5266206141179136,1.0,0.635,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.007832631873197271,0.5644190277601101,0.0,0.013005725376153854,5,2,0,True
urban-109,urban,dae68719,caae3314,0.5091526472239135,1.0,0.9550000000000001,0.0,0.5,0.0,0.89,0.6666666666666667,0.007266110319576469,0.6484886282709063,0.013604168778112935,0.0019873011922445505,5,2,1,True
maritime-110,maritime,29bd313a,b1ed01c2,0.4973575474600868,0.815,0.815,0.0,0.5,0.3333333333333333,0.39999999999999997,0.5714285714285714,0.0017216572633852456,0.6413181275351387,0.004872148264751575,-0.02752649787821282,5,2,1,True
multi-domain-111,mixed,2f2d52fa,8a8921f0,0.5343920937729055,0.77,0.9550000000000001,0.0,0.5,1.0,0.9400000000000001,1.0,0.021571042160702047,0.6104470648138002,0.021571042160702047,-0.012903255587190854,5,2,1,False
air-defense-112,air_defense,92183e6c,7f882912,0.5000961339445436,1.0,0.815,0.0,0.5,0.0,0.3333333333333334,0.5,0.009120938526475886,0.6308409545662252,0.009120938526475886,0.01046926048894603,5,2,1,False
humanitarian-evacuation-113,urban_humanitarian,51959440,4c48ec1b,0.5270100207865628,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.003769683890866349,0.5571737040059624,0.0,0.009644078642171316,5,2,0,True
urban-112,urban,dd72465a,41975bc9,0.49240910342984767,1.0,0.815,0.0,0.5,0.0,0.89,0.6666666666666667,0.0025304460370889625,0.6553523532166361,0.0025304460370889625,-0.01879022865285984,5,2,1,True
maritime-113,maritime,f789053e,7c434f55,0.5083278571501132,1.0,1.0,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.023206879221187637,0.6253782246092016,0.023206879221187637,-0.008681460972370325,5,2,1,True
multi-domain-114,mixed,74f8460d,9d2207b0,0.5256032137775342,0.77,0.77,0.0,0.5,1.0,0.9400000000000001,1.0,0.0034836808592008106,0.5981015530152816,0.0341478354470196,0.04984908343497252,5,2,1,True
air-defense-115,air_defense,d1c35780,261273b6,0.4917161908049634,1.0,1.0,0.0,0.5,0.0,0.3333333333333334,0.5,0.0001741907477282867,0.6536015572995011,0.0001741907477282867,-0.0416066438549727,5,2,1,True
humanitarian-evacuation-116,urban_humanitarian,976bf804,7383a6dd,0.5133988420247702,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.012236111516117254,0.5999210154615592,0.013764105304113206,0.04376864178354001,5,2,1,True
urban-115,urban,44a59d8a,39791bfd,0.5003496756964607,1.0,0.73,0.0,0.5,0.0,0.89,0.6666666666666667,0.018076132715712512,0.6251686186423615,0.018076132715712512,0.02672040961195221,5,2,1,True
maritime-116,maritime,7a981088,91343fa6,0.5068744178202005,0.815,1.0,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.008386408491985686,0.6260657238870333,0.008386408491985686,-0.025805537750036467,5,2,1,True
multi-domain-117,mixed,39c4ebea,6d6f799d,0.5297531361026719,0.9550000000000001,1.0,0.0,0.5,1.0,0.9400000000000001,1.0,0.030047708508729176,0.5956582781689226,0.05354912691821717,0.014719700033920202,5,2,1,True
air-defense-118,air_defense,a5ea81a4,a61e4eec,0.5200324140446203,1.0,1.0,0.0,0.5,0.0,0.3333333333333334,0.5,0.010925705152912746,0.5947497314381935,0.010925705152912746,0.0476182563392028,5,2,1,False
humanitarian-evacuation-119,urban_humanitarian,d8b01ee1,314bf894,0.4892120925956171,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0033878371023680076,0.6545143504338711,0.0033878371023680076,-0.013283924333644448,5,2,1,True
urban-118,urban,764f3eb8,778b1855,0.5140797680825506,0.9550000000000001,0.77,0.0,0.5,0.0,0.89,0.6666666666666667,0.005133181569945411,0.5581724267257802,0.0,0.025467420641535732,5,2,0,True
maritime-119,maritime,05430f67,1e4450e1,0.5032649197579983,0.815,0.86,0.0,0.5,0.3333333333333333,0.39999999999999997,0.5714285714285714,0.010751403988166486,0.6334910090582682,0.010751403988166486,-0.03173219555408391,5,2,1,True
multi-domain-120,mixed,2f764f50,7a120f7c,0.5303878811401909,0.9550000000000001,0.9550000000000001,0.0,0.5,1.0,0.9400000000000001,1.0,0.02746243624444411,0.5956110697609434,0.05610892172407822,0.053978854333607273,5,2,1,True
air-defense-121,air_defense,9e8139fa,e46766cc,0.49466037782079986,0.86,1.0,0.0,0.5,0.0,0.3333333333333334,0.5,0.0017362748325296384,0.6457000929326651,0.0017362748325296384,-0.03632512164113699,5,2,1,True
humanitarian-evacuation-122,urban_humanitarian,79d6cb61,9b18091a,0.5267360011204324,1.0,0.9550000000000001,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.005733457085342397,0.5641927317760795,0.0,0.022789001715389667,5,2,0,True
urban-121,urban,8c4d7a9c,f1bb634d,0.48020630236488215,0.86,0.8200000000000001,0.0,0.5,0.0,0.89,0.6666666666666667,0.00728180776487658,0.6491502985621675,0.00728180776487658,0.0026772765247097263,5,2,1,True
maritime-122,maritime,abe3db01,05ebb48b,0.5166307155329589,0.815,1.0,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.003907054693731538,0.5919557867369796,0.0,0.024283615021540195,5,2,0,True
multi-domain-123,mixed,74db3b7b,8c37ffff,0.48938487056933,0.9550000000000001,0.9550000000000001,0.0,0.5,1.0,0.9400000000000001,1.0,0.009275327924702204,0.6604701206097803,0.0325709443779455,-0.06980402237302585,5,2,1,False
air-defense-124,air_defense,730ed68c,2c3d42be,0.49006665208922046,1.0,1.0,0.0,0.5,0.0,0.3333333333333334,0.5,0.007512062468783831,0.6525839136244564,0.007512062468783831,-0.009587491299577255,5,2,1,False
humanitarian-evacuation-125,urban_humanitarian,72929325,303fb5c2,0.5039926613971373,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0029906070875435065,0.6124809495925276,0.005907631710762973,0.013891424178043899,5,2,1,True
urban-124,urban,c2cb937a,29b2ba44,0.46175191695922185,0.815,0.815,0.0,0.5,0.0,0.89,0.6666666666666667,0.00031339555772424976,0.6672640455993134,0.0,-0.0031449110316476014,5,2,0,True
maritime-125,maritime,ed53b870,fdae6b2a,0.5100190637216178,0.815,1.0,0.0,0.5,0.3333333333333333,0.39999999999999997,0.5714285714285714,0.008934990838415757,0.6147047079234301,0.008934990838415757,-0.002279472681943173,5,2,1,True
multi-domain-126,mixed,01e1e6ad,1d1bc3a3,0.499914114036184,0.77,1.0,0.0,0.5,1.0,0.9400000000000001,1.0,0.026002400278012594,0.6615837858810412,0.026002400278012594,-0.009224493691934343,5,2,1,False
air-defense-127,air_defense,8fe84fd9,5dd4386c,0.5089678641033399,0.86,0.775,0.0,0.5,0.0,0.3333333333333334,0.5,0.011291258066090437,0.6118071071599859,0.011291258066090437,0.020320030579197845,5,2,1,True
humanitarian-evacuation-128,urban_humanitarian,4563b7e3,9abdba05,0.5292396373951485,1.0,0.86,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0053575339507766495,0.5542445548522823,0.0,0.05368377907711841,5,2,0,True
urban-127,urban,e2ab8293,aa2466a9,0.5373955828781256,0.9550000000000001,0.9550000000000001,0.0,0.5,0.0,0.89,0.6666666666666667,0.014682568297930243,0.5844259132412312,0.0,0.042553686113141365,5,2,0,True
maritime-128,maritime,12d94c4e,ab1ad2d9,0.49596066174109055,1.0,1.0,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.02408913037969984,0.637026218656389,0.030673670372107775,0.0015449808020774336,5,2,1,True
multi-domain-129,mixed,7edce194,8057cca5,0.49850305865319494,0.9550000000000001,1.0,0.0,0.5,1.0,0.9400000000000001,1.0,0.04581101672868204,0.6595269993070485,0.047292133740668374,-0.01580079152484326,5,2,1,True
air-defense-130,air_defense,c17e0cad,caac6992,0.5148128338778466,0.86,0.815,0.0,0.5,0.0,0.3333333333333334,0.5,0.0046087623208318496,0.5818218743828769,0.0,0.028913676520229026,5,2,0,True
humanitarian-evacuation-131,urban_humanitarian,2fd6eac0,d1a64e47,0.5169411844431101,1.0,0.9550000000000001,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0032788347991047906,0.568588698820674,0.0,0.017185499485880995,5,2,0,True
