scenario_id,terrain_type,selected_blue_id,selected_red_id,selected_advantage,blue_doctrinal_alignment,red_doctrinal_alignment,path_optionality,vertex_parsimony,worldline_completion,council_diversity,revised_diversity,consensus_gap,adversarial_pressure,robustness_margin,pressure_reduction,n_blue_candidates,n_revised_candidates,selected_round,blue_wins
multi-domain-120,mixed,adb87f6e,d9ccd74c,0.5303878811401909,0.9550000000000001,0.9550000000000001,0.0,0.5,1.0,0.9400000000000001,1.0,0.02746243624444411,0.5956110697609434,0.05610892172407822,0.053978854333607273,5,2,1,True
air-defense-121,air_defense,4847cc27,ce71d605,0.49466037782079986,0.86,1.0,0.0,0.5,0.0,0.3333333333333334,0.5,0.0017362748325296384,0.6457000929326651,0.0017362748325296384,-0.03632512164113699,5,2,1,True
humanitarian-evacuation-122,urban_humanitarian,94d4dc28,7defb454,0.5267360011204324,1.0,0.9550000000000001,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.005733457085342397,0.5641927317760795,0.0,0.022789001715389667,5,2,0,True
urban-121,urban,fded5926,c84aa885,0.48020630236488215,0.86,0.8200000000000001,0.0,0.5,0.0,0.89,0.6666666666666667,0.00728180776487658,0.6491502985621675,0.00728180776487658,0.0026772765247097263,5,2,1,True
maritime-122,maritime,afd8e6fc,e3f39f9e,0.5166307155329589,0.815,1.0,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.003907054693731538,0.5919557867369796,0.0,0.024283615021540195,5,2,0,True
multi-domain-123,mixed,b607f92b,d89ef455,0.48938487056933,0.9550000000000001,0.9550000000000001,0.0,0.5,1.0,0.9400000000000001,1.0,0.009275327924702204,0.6604701206097803,0.0325709443779455,-0.06980402237302585,5,2,1,False
air-defense-124,air_defense,42351795,f46ef407,0.49006665208922046,1.0,1.0,0.0,0.5,0.0,0.3333333333333334,0.5,0.007512062468783831,0.6525839136244564,0.007512062468783831,-0.009587491299577255,5,2,1,False
humanitarian-evacuation-125,urban_humanitarian,ce816771,6dd1e290,0.5039926613971373,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0029906070875435065,0.6124809495925276,0.005907631710762973,0.013891424178043899,5,2,1,True
urban-124,urban,04e79577,f26cc29a,0.46175191695922185,0.815,0.815,0.0,0.5,0.0,0.89,0.6666666666666667,0.00031339555772424976,0.6672640455993134,0.0,-0.0031449110316476014,5,2,0,True
maritime-125,maritime,6dac59bf,f8797a00,0.5100190637216178,0.815,1.0,0.0,0.5,0.3333333333333333,0.39999999999999997,0.5714285714285714,0.008934990838415757,0.6147047079234301,0.008934990838415757,-0.002279472681943173,5,2,1,True
multi-domain-126,mixed,b5639a6e,a29b0f07,0.499914114036184,0.77,1.0,0.0,0.5,1.0,0.9400000000000001,1.0,0.026002400278012594,0.6615837858810412,0.026002400278012594,-0.009224493691934343,5,2,1,False
air-defense-127,air_defense,0aeb31e3,98b86726,0.5089678641033399,0.86,0.775,0.0,0.5,0.0,0.3333333333333334,0.5,0.011291258066090437,0.6118071071599859,0.011291258066090437,0.020320030579197845,5,2,1,True
humanitarian-evacuation-128,urban_humanitarian,4e0608d8,86b10521,0.5292396373951485,1.0,0.86,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0053575339507766495,0.5542445548522823,0.0,0.05368377907711841,5,2,0,True
urban-127,urban,8cf0dfc8,b804bac0,0.5373955828781256,0.9550000000000001,0.9550000000000001,0.0,0.5,0.0,0.89,0.6666666666666667,0.014682568297930243,0.5844259132412312,0.0,0.042553686113141365,5,2,0,True
maritime-128,maritime,a4540465,990701e5,0.49596066174109055,1.0,1.0,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.02408913037969984,0.637026218656389,0.030673670372107775,0.0015449808020774336,5,2,1,True
multi-domain-129,mixed,78237e81,03cf26c7,0.49850305865319494,0.9550000000000001,1.0,0.0,0.5,1.0,0.9400000000000001,1.0,0.04581101672868204,0.6595269993070485,0.047292133740668374,-0.01580079152484326,5,2,1,True
air-defense-130,air_defense,adf38f54,92145bef,0.5148128338778466,0.86,0.815,0.0,0.5,0.0,0.3333333333333334,0.5,0.0046087623208318496,0.5818218743828769,0.0,0.028913676520229026,5,2,0,True
humanitarian-evacuation-131,urban_humanitarian,72e7723f,27a76b80,0.5169411844431101,1.0,0.9550000000000001,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0032788347991047906,0.568588698820674,0.0,0.017185499485880995,5,2,0,True
